# Searching for station nr 10727 in v2.temperature.inv
# KARLSRUHE           GERMANY   (GERMANY)
# coordinates:  49.00N,    8.40E,  114m
# WMO station code: 10727 KARLSRUHE                     
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: KARLSRUHE
# station_country :: GERMANY
# station_code :: 10727
# latitude ::   49.00 degrees_north
# longitude ::    8.40 degrees_east
# elevation ::      114 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=10727
# prcp from v2.prcp [mm/month]
 1779    1.0   11.0   16.0   72.0   84.0   85.0  162.0   36.0   38.0   51.0   95.0  160.0
 1780   37.0   11.0   80.0   77.0   51.0   21.0   50.0   11.0   57.0   72.0  120.0   35.0
 1781   80.0   77.0    4.0   52.0   56.0  133.0   20.0   81.0  102.0   32.0   79.0   32.0
 1782   65.0   10.0   66.0   42.0   70.0   47.0    4.0  107.0   74.0   64.0   45.0   41.0
 1783  116.0   82.0  120.0   29.0  118.0   73.0    4.0   49.0   55.0   58.0   76.0   22.0
 1784   44.0   41.0   91.0   38.0   37.0   71.0   62.0  100.0  100.0   53.0   40.0   89.0
 1785   36.0   28.0   18.0   32.0   53.0   58.0  181.0 -999.9 -999.9 -999.9 -999.9 -999.9
 1786 -999.9 -999.9 -999.9   81.0   94.0  151.0  110.0 -999.9  102.0   38.0 -999.9   80.0
 1787 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1788 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1789 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1790 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1791 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1792 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1793 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1794 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1795 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1796 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1797 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1798 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1799 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1800 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1801   68.0   29.0   97.0   50.0   92.0   58.0  129.0   24.0  117.0   57.0   51.0  129.0
