# Searching for station nr 10224 in v2.temperature.inv
# BREMEN              GERMANY   (GERMANY)
# coordinates:  53.10N,    8.80E,    4m
# WMO station code: 10224 BREMEN                        
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: BREMEN
# station_country :: GERMANY
# station_code :: 10224
# latitude ::   53.10 degrees_north
# longitude ::    8.80 degrees_east
# elevation ::        4 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=10224
# prcp from v2.prcp [mm/month]
 1830   43.0   36.0   34.0  105.0  117.0   86.0   85.0  196.0   91.0   82.0   22.0   30.0
 1831   88.0   51.0  105.0   20.0   14.0   35.0   16.0   20.0   14.0   41.0   68.0   79.0
 1832   16.0    8.0   33.0    8.0   53.0   74.0  110.0   41.0   47.0   32.0   47.0   74.0
 1833    4.0   77.0   24.0   58.0    9.0   26.0   44.0   37.0   45.0   68.0   89.0  153.0
 1834  120.0   36.0   50.0   45.0   51.0   42.0   78.0   61.0   22.0  107.0   29.0   60.0
 1835   34.0   79.0   51.0   43.0  123.0   63.0   41.0   20.0   66.0   94.0   22.0   54.0
 1836   74.0   62.0  142.0   52.0   32.0  100.0   74.0   65.0  153.0   27.0   95.0   99.0
 1837   29.0   50.0   27.0   32.0   50.0   51.0  143.0   76.0   42.0   63.0  110.0   86.0
 1838   25.0   27.0   36.0  106.0   27.0   80.0  167.0  176.0   20.0   56.0   14.0   41.0
 1839   60.0   63.0   81.0   32.0    9.0   81.0   63.0   92.0   74.0   35.0   59.0   36.0
 1840   79.0   14.0   29.0    7.0   99.0   44.0   81.0   68.0   41.0   95.0   63.0    4.0
 1841   86.0   25.0   11.0   27.0   29.0  176.0  120.0   72.0   41.0  153.0   90.0   74.0
 1842   32.0   22.0   86.0   11.0   41.0  106.0  108.0   11.0   54.0   45.0   34.0   63.0
 1843   56.0   70.0    4.0   92.0  115.0   88.0  122.0   90.0   59.0  108.0   56.0   27.0
 1844  115.0   79.0   90.0   11.0   50.0   52.0   65.0  126.0   50.0   65.0   72.0    7.0
 1845   25.0   20.0   47.0   22.0   81.0   27.0  151.0   61.0   34.0   90.0   74.0  180.0
 1846  138.0   47.0   52.0   97.0   20.0   36.0   92.0   18.0    4.0   54.0   32.0   38.0
 1847   11.0   54.0   14.0   59.0   79.0   68.0   38.0    2.0  113.0  104.0   45.0   18.0
 1848    2.0   97.0   65.0   74.0    4.0  140.0   68.0  158.0  104.0   81.0   77.0   38.0
 1849   90.0   41.0   56.0   35.0   86.0   61.0   97.0   21.0   54.0  113.0   45.0   84.0
 1850   41.0   79.0   41.0   86.0  104.0   32.0   78.0  122.0   58.0   54.0   99.0   54.0
 1851   68.0   38.0  120.0   61.0   41.0   92.0   99.0   88.0   92.0   68.0   79.0    9.0
 1852  124.0  108.0   11.0   14.0   68.0   65.0   27.0   34.0   61.0   61.0   63.0   77.0
 1853   61.0   56.0   29.0   61.0   59.0   97.0  102.0   52.0   25.0   43.0    9.0    7.0
 1854   18.0   41.0    7.0    9.0  124.0   68.0   15.0  120.0   43.0   59.0   63.0  176.0
 1855   41.0   81.0   36.0   29.0  133.0  160.0  138.0   74.0   32.0   56.0   18.0   14.0
 1856   68.0   63.0    0.0   27.0   77.0   45.0  113.0  122.0   41.0   14.0   88.0   54.0
 1857   38.0    0.0   32.0   45.0   29.0   45.0   92.0   29.0    7.0    7.0   16.0   14.0
 1858   36.0   16.0   29.0   14.0   25.0   36.0  129.0   43.0   27.0   32.0    7.0   45.0
 1859   41.0   38.0  133.0   86.0   68.0   11.0   74.0   45.0   99.0   11.0   45.0   86.0
 1860   63.0   61.0   97.0    7.0  178.0   81.0   36.0  180.0   86.0   81.0   27.0   59.0
 1861   22.0   14.0   65.0   16.0   34.0  156.0  235.0   50.0   86.0    2.0   56.0   38.0
 1862   56.0   36.0   34.0   36.0   32.0  115.0   79.0   68.0   34.0   54.0   50.0  115.0
 1863   90.0   16.0   68.0   16.0   14.0  113.0   65.0   54.0   81.0   18.0   54.0  120.0
 1864    9.0   45.0   36.0    7.0   27.0   61.0   56.0   59.0   20.0   25.0   34.0    9.0
 1865   68.0   36.0   63.0   18.0   14.0   70.0   34.0   50.0    0.0   50.0   36.0   22.0
 1866   43.0   70.0   43.0   47.0   50.0   45.0   32.0   40.0   68.0    0.0  138.0   90.0
 1867  106.0   50.0   22.0   81.0   61.0   74.0  115.0   18.0   61.0   95.0   47.0   59.0
 1868   61.0   54.0   63.0   41.0   29.0   54.0   27.0   41.0   81.0   50.0   18.0  174.0
 1869   34.0   68.0   59.0    2.0   32.0   68.0    2.0   61.0   59.0   65.0   86.0  102.0
 1870   27.0    9.0   34.0    4.0   11.0   32.0   59.0  189.0   54.0   68.0   59.0   25.0
 1871   17.0   27.0   16.0   92.0   12.0  103.0   72.0   56.0   60.0   24.0   18.0   22.0
 1872   21.0   23.0   32.0   42.0   49.0   39.0   66.0   50.0   54.0   65.0   64.0   78.0
 1873   20.0   17.0   23.0   26.0   49.0   38.0   64.0   64.0   51.0   50.0   32.0   27.0
 1874   38.0   20.0   66.0   14.0   29.0   88.0   32.0   55.0   67.0   36.0   41.0   61.0
 1875   79.0   15.0   32.0   26.0   51.0   72.0   79.0   61.0   57.0   58.0  103.0   25.0
 1876   17.0   85.0  111.0   45.0   48.0   47.0   86.0   72.0   53.0   63.0   56.0   60.0
 1877   68.0  102.0   69.0   17.0   32.0   48.0  102.0   95.0   29.0   88.0   34.0   49.0
 1878   52.0   15.0   73.0   44.0   78.0  112.0  118.0   75.0   58.0   23.0   60.0   43.0
 1879   39.0   73.0   45.0   68.0   55.0  114.0  103.0   98.0   30.0   82.0   62.0   38.0
 1880   23.0   35.0   27.0   38.0   20.0  100.0  142.0   36.0   98.0  152.0  113.0  132.0
 1881   55.0   43.0   87.0    5.0   18.0   38.0  104.0  117.0   46.0  116.0   44.0   54.0
 1882   34.0   40.0   68.0   37.0   29.0  104.0   82.0  138.0   39.0   45.0  125.0   99.0
 1883   38.0   28.0   33.0    6.0   41.0   33.0  132.0   87.0   51.0   72.0   79.0  115.0
 1884  104.0   28.0   39.0   46.0   78.0  150.0   91.0   45.0   64.0  119.0   77.0   88.0
 1885   44.0   49.0   24.0   48.0  127.0   58.0   30.0   75.0   81.0  106.0   54.0   16.0
 1886  108.0   34.0   48.0   40.0   66.0   65.0   82.0   52.0   34.0   51.0   37.0   52.0
 1887    3.0    9.0   30.0   20.0   82.0   11.0  139.0   25.0   53.0   58.0   30.0   33.0
 1888   28.0   39.0   55.0   40.0   38.0   34.0  123.0   84.0   10.0   70.0   58.0   38.0
 1889   30.0   49.0   52.0   30.0   66.0   44.0  131.0  114.0   60.0   65.0   30.0   39.0
 1890   56.0    4.0   41.0   48.0   70.0   88.0  117.0   54.0    9.0   76.0   65.0    2.0
 1891   53.0    7.0   74.0   53.0   40.0   73.0  178.0  118.0   22.0   26.0   39.0  101.0
 1892   74.0   37.0   29.0   23.0   52.0   94.0   34.0   46.0   50.0   60.0   22.0   59.0
 1893   20.0   88.0   38.0    2.0   41.0   39.0   52.0   49.0  109.0   73.0   60.0   50.0
 1894   24.0   87.0   45.0   28.0   33.0  131.0   84.0   93.0   35.0  102.0   52.0   88.0
 1895   62.0   19.0   46.0   37.0   70.0   47.0  119.0   91.0    7.0   77.0   74.0   51.0
 1896   31.0   14.0   63.0   56.0   16.0   52.0   87.0   95.0   93.0   46.0   35.0   20.0
 1897   20.0   27.0   59.0   45.0   77.0   23.0   58.0   60.0   90.0   27.0   27.0   41.0
 1898   44.0   80.0   85.0   32.0   81.0   57.0  120.0   44.0   35.0   46.0   23.0   64.0
 1899   53.0   31.0   34.0   62.0   79.0    9.0   72.0   33.0  102.0   37.0   42.0   37.0
 1900   62.0   33.0    9.0   40.0   19.0  139.0   98.0   82.0   14.0   75.0   20.0   34.0
 1901   29.0   38.0   50.0   61.0   59.0   49.0   67.0   50.0   65.0   64.0   87.0   48.0
 1902   56.0   20.0   56.0   72.0   99.0   33.0   83.0   79.0   52.0   40.0    6.0   38.0
 1903   34.0   60.0   51.0   76.0   40.0   55.0  100.0  152.0   94.0  102.0   72.0   20.0
 1904   25.0   53.0   34.0   49.0   58.0   36.0   28.0   31.0   26.0   46.0   64.0   36.0
 1905   51.0   38.0   53.0   57.0   31.0   74.0   79.0   73.0   54.0  166.0   42.0   46.0
 1906   93.0   53.0   47.0   29.0  114.0   45.0   57.0   71.0   44.0   30.0   53.0   62.0
 1907   55.0   30.0   26.0   12.0   50.0   58.0   45.0   60.0   10.0   33.0   29.0   61.0
