# Searching for station nr  7150 in v2.temperature.inv
# PARIS/LE BOURGET    FRANCE    (FRANCE)
# coordinates:  48.80N,    2.50E,   50m
# WMO station code:  7150 PARIS/LE_BOURGET              
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: PARIS/LE_BOURGET
# station_country :: FRANCE
# station_code :: 7150
# latitude ::   48.80 degrees_north
# longitude ::    2.50 degrees_east
# elevation ::       50 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=7150
# prcp from v2.prcp [mm/month]
 1770   49.4   24.5   12.3   60.2   58.2  102.3   56.3   34.4   57.6   95.7   85.2   62.3
 1771   37.0   24.5   61.3   12.0   58.2   79.6   22.5  114.7   28.8   29.9   24.3   49.9
 1772   61.7   61.2   36.8   60.2   46.6   68.2   22.5   22.9   92.2   47.8   24.3   31.2
 1773   79.0   39.2    7.4   27.7   47.8  145.6   87.9   63.1   32.3   71.7   42.6   94.7
 1774   88.9   52.6   31.9   90.3  117.7   47.8   12.4  105.6  104.9   12.0   34.1   15.0
 1775   28.4   69.7   49.0    7.2   36.1  106.9   62.0   26.4   55.3   70.6   79.1   41.1
 1776   43.2  134.6   28.2   19.3   88.5   85.3   75.5  135.4   48.4    0.0   42.6   42.4
 1777   54.3   37.9   35.5   43.3   87.4   35.3  104.8    5.7   20.7   20.3   28.0   52.3
 1778   65.5   26.9   40.4   78.3   69.9   17.1  107.0    9.2   42.6   74.1   73.0   29.9
 1779    0.0   22.0   12.3   80.7   46.6   73.9  112.7   65.4   41.5   41.9   82.7   79.8
 1780   42.0   20.8   40.4   47.0   28.0   48.9   56.3   83.8   61.1   37.1   64.5    0.0
 1781   28.4   60.0    0.0   19.3   26.8   71.6   41.7   29.8   34.6    7.2   81.5   27.4
 1782   87.7   11.0  107.9   62.6  107.2   17.1   51.8  106.7   59.9   31.1   48.7   23.7
 1783   85.2   46.5   73.5   21.7   72.2   97.8   48.5   86.1   58.8   41.9   40.1   33.7
 1784   12.3   24.5   61.3   16.9   58.2   34.1   56.3  200.8   31.1   31.1   36.5   54.8
 1785   25.9   37.9    0.0   16.9    8.2   58.0   72.1   63.1   57.6   59.8   69.3   52.3
 1786   54.3   19.6   94.4   40.9   39.6  142.1   47.3   84.9   73.8   55.0   43.8   46.1
 1787   22.2   24.5   41.7   80.7  115.3   48.9   33.8   13.8   42.6  132.7   82.7   72.3
 1788   46.9   75.9   46.6   14.4   83.9   89.8   41.7   64.3   69.2    1.2    7.3    3.7
 1789   44.5   46.5   44.1   63.8   26.8   72.8   48.5   27.5   49.6   87.3   56.0   26.2
 1790   32.1    4.9    9.8   45.8   39.6    5.7   96.9    5.7   16.1   47.8   48.7   66.1
 1791   81.5   37.9   31.9   78.3   47.8    9.1   33.8   35.6    3.5   28.7   21.9   73.5
 1792   54.3   36.7   41.7   72.2   45.4   52.3  108.2   48.2   55.3  123.2   10.9   74.8
 1793   67.9   45.3   29.4   19.3   18.6   23.9   36.1    2.3   33.4   22.7   76.6   19.9
 1794   37.0   20.8   36.8   67.4   50.1   19.3   49.6   28.7  100.3   28.7   30.4   23.7
 1795   24.7   45.3   46.6   24.1   32.6   78.5   69.9   20.7   13.8   96.9   73.0   47.4
 1796   28.4   71.0   12.3    4.8   58.2   62.5   63.1   29.8   19.6   88.5    8.5   74.8
 1797   54.3    3.7   33.1   60.2   58.2   59.1   94.7   34.4   61.1   41.9  101.0   67.3
 1798   45.7   20.8   15.9   37.3   36.1   22.7   22.5   34.4   69.2   47.8   60.8   24.9
 1799   37.0   48.9   24.5   72.2   46.6   34.1   67.6   45.9   69.2  119.6   48.7   24.9
 1800   37.0    6.1   24.5   72.2   46.6   56.9    2.3  114.7   92.2   35.9  121.6   74.8
 1801   49.4   48.9   61.3   24.1   69.9   56.9  169.0   34.4   69.2  119.6  121.6   74.8
 1802   24.7   61.2   36.8   36.1   11.6   68.2   33.8   11.5   34.6   59.8   60.8   49.9
 1803   36.0   47.5   23.8   46.8   45.2   55.2   10.9   11.1   22.4   46.4   81.5   76.2
 1804   70.7   41.6   23.8   57.3   57.7   34.2  112.7  130.3   70.5   76.6   70.9   60.5
 1805   49.2   42.8   36.9   30.4   57.7   35.3   33.9   86.9   83.9   60.4   44.9   65.3
 1806   88.7   66.5   94.0   17.5   84.8   12.1   31.7   63.5   44.8   38.3   24.8   41.1
 1807   39.6   46.3   11.9   31.6   79.2   18.8   12.0   64.6   60.4   37.2  131.1   15.7
 1808   27.6   14.3   13.1   12.9   17.0   46.4   68.9   83.6   62.7   78.9   49.6   25.4
 1809   60.0   34.5   17.8   23.4   48.6   34.2   64.5   60.2   49.2    2.3   46.1  125.8
 1810    0.0   32.1   44.0   23.4   67.9    3.3  102.8   29.0    6.7   62.7   63.8   67.8
 1811   68.3   78.4    9.5   70.1   50.9  100.5   66.7   63.5   51.5   52.2   63.8   43.6
 1812   39.6   68.9   54.7   71.3   45.2   50.8   17.5   51.2   16.8  104.5   39.0   16.9
 1813   31.2   21.4   13.1   42.1   55.4   91.6  102.8   15.6   42.5   68.5   48.4   39.9
 1814   38.4   17.8   14.3   52.6   37.3   49.7   10.9   40.1   16.8   44.1   53.1   69.0
 1815   20.4   36.8   48.8   35.1   32.8   87.2   35.0   16.7   35.8   72.0   43.7   55.7
 1816   58.8    7.1   52.4   15.2   43.0   59.6  106.1   56.8   70.5   24.4   49.6   83.5
 1817   45.6   24.9   52.4    1.2   73.5  112.6   64.5   55.7   69.4   60.4   20.1   67.8
 1818   55.2   39.2   77.3   77.2   52.0   24.3   17.5   29.0   61.5   16.3   37.8   14.5
 1819   37.2   57.0   25.0   28.1   90.5   55.2   95.2   71.3   28.0   66.2   70.9   81.1
 1820   34.8   30.9   20.2   23.4   98.4   34.2   16.4   52.4   41.4   58.1    7.1   20.6
 1821   63.5    4.8   82.1   79.5   52.0   48.6   61.3   51.2   90.6   39.5   40.2   59.3
 1822   18.0   21.4   21.4    8.2   47.5  101.6   49.2   25.6   68.3   36.0   57.9   27.8
 1823   39.6   67.7   34.5   38.6   58.8   55.2   45.9   25.6   30.2   44.1   17.7   70.2
 1824   34.8   42.8   63.1   39.7   74.6   50.8   39.4   59.0   73.9  104.5   42.5   33.9
 1825   24.0   28.5   23.8   63.1   66.7   21.0    1.1   39.0   60.4   52.2  124.0   39.9
 1826   42.0   47.5   11.9   33.9   45.2   24.3   31.7   49.0   34.7   49.9   48.4   55.7
 1827   14.4   23.8   77.3   44.4  113.1   18.8   39.4   33.4   45.9   70.8   24.8   71.4
 1828   69.5   51.1   71.4   71.3   71.3   59.6  105.0   63.5   29.1    8.1   42.5   29.0
 1829   45.6   33.3   28.6   80.7   22.6   56.3  137.8   47.9  116.4   37.2   27.2    2.4
 1830   18.0    2.4   15.5   72.5  128.9   78.4   64.5   76.9   77.2    8.1   59.0   50.8
 1831   20.4   45.1   46.4   45.6   67.9   39.7   45.9   54.6   50.4   60.4   90.9   44.8
 1832   42.0    9.5   38.1   33.9   57.7   87.2    2.2   42.3   23.5   52.2   79.1   53.2
 1833   18.0   82.0   22.6   76.0   24.9   50.8   40.5   43.4   59.3   22.1   39.0  105.3
 1834   77.9   17.8   17.8   29.2   46.4   51.9   87.5   92.5    9.0   26.7   11.8    9.7
 1835   12.0   48.7   44.0   38.6   54.3   33.1   23.0   25.6  105.2   65.0   39.0   14.5
 1836   58.8   24.9   80.9   31.6   23.8   51.9   37.2   88.0   62.7   76.6  107.5   64.1
 1837   39.6   87.9   17.8   73.6   76.9   61.8   47.0   49.0   60.4   25.5   69.7   21.8
 1838    2.4   51.1   60.7   38.6   45.2   82.8   28.4   44.6   90.6   27.9  100.4   27.8
 1839   46.8   68.9   34.5   25.7   33.9  119.2   32.8   29.0  100.7   59.2   65.0   50.8
 1840   39.6   13.1    9.5   58.4   36.2   28.7   36.1   30.1  127.6   59.2   70.9   30.3
 1841   19.2   26.1   42.8   39.7   45.2   45.3   96.3   43.4   39.2   72.0   59.0   77.4
 1842   22.8   34.5   30.9   25.7   23.8   43.1   14.2   14.5   83.9   27.9   65.0    7.3
 1843   76.7   74.8    4.8   59.6   69.0   57.4   58.0   50.1   24.6   52.2   86.2   10.9
 1844   34.8   65.3   47.6   10.5   63.3   36.4   85.3   75.8   88.4   51.1   70.9   26.6
 1845   50.4   32.1   40.5   47.9   58.8   82.8   44.9   52.4   72.7   33.7   73.2   78.7
 1846   83.9   17.8   55.9   67.8   41.8   36.4   24.1   86.9   67.1   82.4   29.5   58.1
 1847   46.8   39.2   19.0   38.6   31.7   32.0  118.2   43.4   24.6   37.2   29.5   32.7
 1848   28.8   53.5   55.9  114.6   21.5   66.2   53.6  114.7   17.9   53.4   39.0   42.4
 1849   57.6   19.0   29.7   64.3   70.1   91.6   76.6   29.0   89.5   43.0   63.8   50.8
 1850   48.0   35.6   15.5   59.6   63.3   24.3   42.7  164.9   32.5   59.2   50.8   50.8
 1851   40.8   21.4   84.5   72.5   36.2   13.2   90.8   29.0   25.7   61.5   46.1   19.4
 1852   64.7   20.2   40.5   26.9   73.5   75.1   37.2   54.6   77.2   85.9   69.7   60.5
 1853   82.7   17.8   32.1   67.8   54.3   51.9   47.0   61.3   29.1   55.7   11.8    9.7
 1854   46.8   23.8    1.2   28.1   79.2  188.8   99.6   49.0   14.5   77.8   63.8   61.7
 1855   34.8   39.2   44.0    9.4   89.3   51.9   40.5   36.8   11.2   59.2   24.8   23.0
 1856   48.0    8.3   36.9   59.6  133.5   54.1   59.1   60.2   66.0   31.3   56.7   35.1
 1857   61.0   16.6   22.6   64.1   57.5   76.0   14.2   66.7   80.4   61.4    9.4   22.9
 1858   15.5   13.0   55.6   41.9   46.1   38.4  100.1   67.6   20.0   11.5   55.2   66.2
 1859   38.1   16.5   18.9   53.4   43.8   74.5   32.6   27.6   82.2  110.6   48.0   76.8
 1860   77.1   48.2   45.9   38.2   66.0   41.5  100.7   83.8   84.2   59.7   32.7   65.9
 1861    7.1   29.3   64.6   30.0   31.3   80.6  113.4    9.9   48.6   14.9   58.3   28.7
 1862   42.5    9.4   78.5   25.3   55.7   57.6   47.4   58.1   56.2   83.4   19.8   50.0
