# Searching for substation nr  6240.1 in v2.temperature.inv
# HOOFDORP            NETHERLAND(NETHERLANDS)
# coordinates:  52.30N,    4.70E,    4m
# Near WMO station code:  6240.1 HOOFDORP                      
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: HOOFDORP
# station_country :: NETHERLANDS
# station_code :: 6240.1
# latitude ::   52.30 degrees_north
# longitude ::    4.70 degrees_east
# elevation ::        4 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=6240.1
# prcp from v2.prcp [mm/month]
 1735  101.0   10.0   22.0   28.0   34.0   43.0  128.0   54.0   96.0  115.0   49.0   72.0
 1736   48.0   73.0   21.0   34.0   29.0   56.0   51.0   62.0  115.0   81.0   73.0  127.0
 1737   78.0   69.0   51.0   74.0   45.0   77.0   46.0  149.0   90.0   78.0   45.0   60.0
 1738   27.0   24.0   25.0   59.0   55.0  150.0   85.0   94.0   61.0  121.0   23.0   40.0
 1739   69.0   46.0   73.0   44.0   38.0   28.0  104.0  148.0  184.0   23.0   34.0   93.0
 1740   11.0    6.0   33.0   15.0   93.0   15.0   28.0   74.0   59.0  120.0   99.0   70.0
 1741   40.0   28.0   12.0    4.0   51.0   23.0   25.0   73.0  101.0   34.0   67.0   31.0
 1742   20.0   27.0    3.0   15.0   46.0    3.0  178.0   48.0  116.0   60.0   72.0    1.0
 1743   27.0   31.0   30.0   71.0   52.0   24.0   54.0   80.0   34.0   78.0   51.0   30.0
 1744    6.0    8.0   55.0   46.0   42.0   10.0   53.0   51.0  101.0  154.0   87.0   41.0
 1745   21.0   27.0   77.0   31.0   34.0  142.0   41.0  109.0  124.0  101.0   58.0   32.0
 1746   61.0   58.0   61.0   46.0   44.0  144.0   76.0  110.0  129.0   86.0   52.0  100.0
 1747   45.0   92.0    2.0   21.0   33.0  138.0   48.0   55.0  159.0   44.0   46.0  165.0
 1748   31.0    1.0   32.0   66.0   62.0   80.0   66.0   43.0   62.0  151.0   30.0   87.0
 1749  108.0   73.0   43.0   51.0   21.0   73.0   28.0   43.0   62.0   34.0   40.0   60.0
 1750   37.0   51.0   15.0  110.0   21.0   48.0   54.0   99.0   17.0   50.0   87.0   81.0
 1751   56.0   41.0   99.0   41.0   83.0   25.0  165.0  120.0  159.0   66.0   58.0   56.0
 1752   69.0   53.0   64.0    7.0   29.0   86.0  186.0   81.0   90.0   12.0   73.0   83.0
 1753   12.0   54.0   31.0   81.0   15.0   55.0   54.0  144.0   17.0  136.0  151.0  132.0
 1754   46.0   37.0   10.0   46.0   43.0   73.0   63.0   67.0   14.0   58.0   80.0   62.0
 1755   12.0   20.0   85.0   72.0   33.0   75.0  147.0  124.0  124.0   78.0  218.0   48.0
