# Searching for station nr  3059 in v2.temperature.inv
# INVERNESS           UK        (UNITED KINGDOM)
# coordinates:  57.50N,   -4.20E,    4m
# WMO station code:  3059 INVERNESS                     
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: INVERNESS
# station_country :: UNITED KINGDOM
# station_code :: 3059
# latitude ::   57.50 degrees_north
# longitude ::   -4.20 degrees_east
# elevation ::        4 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=3059
# prcp from v2.prcp [mm/month]
 1781 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9   68.6   34.8   13.5 -999.9 -999.9
 1782   55.9   43.9   66.5   76.5   93.0   55.9   31.5  167.6   80.0   81.3   78.7    8.4
 1783   91.4   43.2   68.6   21.6   20.3   78.7   58.4   88.9   76.2   63.5   24.1   27.9
 1784   12.7   17.8   57.2   45.7   31.8 -999.9   30.5   38.1    3.8   21.6   43.2   71.1
 1785   56.4   61.0   27.9    3.8   26.7   15.2   99.1   88.9   80.0  101.6  149.9   27.2
 1786   73.7   88.9 -999.9    7.6   61.0    6.4  139.7   55.9   50.8   97.8   58.4   30.5
 1787   15.2   45.7  131.3  119.4   50.8   81.0   88.9   74.9    7.6   91.4  100.3   83.8
 1788   83.8   21.6   50.8   68.6   48.3   35.6   53.3   52.1   59.7   34.3   72.4   55.9
 1789   63.5   20.3   39.4   35.6   22.9   69.9  132.1   53.3   85.1  142.2 -999.9   82.6
 1790   40.6   36.8    5.1   47.0   31.8   45.7   92.7   71.1  113.0   63.5   38.1   16.5
 1791   62.2   55.9   27.9 -999.9 -999.9  104.1   30.5   81.3   31.8  114.3   50.8   35.6
 1792   61.0   35.6   53.3   24.1   71.1   38.1   30.5   58.4   68.6   21.6   27.9   66.0
 1793   27.9   91.4   45.7   29.2   21.6   12.7   47.0   19.1   26.7   29.2   14.0   29.2
 1794   30.5   58.4   30.5   43.2   58.4   14.0 -999.9   24.1   20.3   24.1 -999.9 -999.9
 1795   24.1   43.2   25.4   40.6   45.7   35.6   24.1   63.5   19.1   71.1   22.9   48.3
 1796   17.8 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1797 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1798 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1799   54.1   41.9   29.0   48.5   41.4   41.1   29.5  179.8  100.6  117.3   55.6   70.9
 1800   69.9    7.6   25.4   28.7   44.7   29.2   25.1   33.3   67.3   90.4   48.5   39.4
 1801   67.6   26.4   33.8   32.3   34.5   24.4   57.4   33.0   55.1   63.5   75.7   63.8
 1802   93.2   23.9   26.4   49.8   14.2   88.4  108.0   74.2   89.9   47.2   99.1   63.2
 1803   65.3   71.6   13.7   46.5   54.9   19.6    8.6   44.2   75.2   77.0  125.7   57.7
 1804  104.4   36.1   41.1   63.0   32.5   45.0   39.9   56.4   28.2   44.2   40.4   30.5
 1805   59.2   35.3   14.7   31.8   58.7   38.9   65.3   87.6   74.2   55.1   34.5   82.6
 1806  103.6   50.0   40.9   32.8   46.7   62.2   70.1  105.2   18.3   47.5   67.8  110.5
 1807   38.6   59.9   29.7   51.1   81.0   16.3   62.7   79.0  148.6  127.0  119.9   28.7
 1808   32.3   41.1   18.0   75.4   19.8   41.1   73.9   74.2  134.9   81.5   42.7   56.1
 1809   31.0   31.8   21.8   56.6   36.6   61.0   71.9   99.6   59.4   30.7   42.4   76.5
 1810   27.4   42.2   56.4   21.3   33.5   21.3  107.7   95.8   50.8   37.8  111.3   77.5
 1811   34.0   67.3   15.7   99.8   92.5   19.8   53.1  102.4   64.3  112.3   58.4   77.7
 1812   33.5   43.2   64.3   41.7   91.9   59.2   78.2   37.6   34.3  173.5   94.5   29.7
 1813   11.2   35.1   21.8   29.2  117.9   24.1  102.6   27.2   53.8   80.3   36.3   57.9
 1814   38.9   34.0   20.3  105.9    9.1   37.6   50.3   81.0   23.4   63.5  117.1   77.0
 1815   49.0   21.8   39.6   45.0   48.8   52.6   71.4   55.1   30.5   54.4   87.9   73.4
 1816   55.6   53.8   61.0   31.0   47.5   53.6   50.3  121.9   63.0   52.3   49.0   43.4
 1817   40.6   64.3   16.8   28.2   69.3   67.6   85.3  174.5   45.0   48.5   49.0   62.0
 1818   54.9   13.2   49.8   26.2   45.7   44.5   87.9   29.0   89.4   14.5   43.7   20.8
 1819   99.6   42.4   27.9   98.6   34.5   56.9   43.7   29.5   60.2  149.6   50.8   60.2
 1820   71.9   21.6   49.0   39.4  112.0   67.3   27.7   63.8   47.5  122.7   33.5   76.7
 1821   47.0   49.3   63.8   56.4   51.6   24.1   52.3   58.7   62.2   25.1   99.8   69.6
 1822   55.9   46.0   35.1   34.8   23.4   47.5   53.3   65.5   28.2   53.1   41.4   28.7
 1823   36.1   42.7   38.1   58.9   64.3   34.3   92.5   71.4   50.3  104.6   19.6   83.8
 1824   33.0   36.8   45.5   24.6   38.9   70.6   55.9   44.2  113.8  124.0  110.5   46.0
 1825   24.6   23.9    7.1   67.6   17.3   40.1   55.1   58.7   47.2   66.8   86.1  104.6
 1826   22.6   18.3   18.5   19.6   16.5   45.0   62.5   29.2   24.6   50.3   94.2   21.3
 1827  134.9   36.6   65.0   62.5   36.1   25.9   42.9   79.0   20.3  124.5   22.4   50.8
 1828 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1829 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1830 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1831 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1832 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1833 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1834 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1835 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1836 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1837 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1838 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1839 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1840 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9 -999.9
 1841   44.7   11.2   34.8   39.6   26.4   58.9   93.5  110.7   40.1  111.5   48.3  122.4
 1842   16.0   59.7   59.9    3.8   25.1   57.1   52.1    9.4  124.0   74.9   63.8   55.9
 1843   57.7   20.1   15.2   29.5   53.8   38.6  107.4   49.8   13.0   99.1   68.3   27.4
 1844   54.1   65.5   50.3   13.2   10.9   52.1   62.2  108.2   49.3   39.6   92.2    6.6
 1845   31.0   29.5   57.9    6.6   42.4   68.1   70.4   98.0   40.9  109.7   53.8   93.5
 1846   26.9   43.9   39.6   90.7   18.8   83.8   94.5   70.9   38.9  104.6   61.2   45.0
 1847   17.3   14.0   16.0   46.2   52.8  100.8   44.4   68.8   38.4   38.4   60.5   69.6
 1848   25.1  102.4   44.4   34.8   32.0   91.7   50.0   56.1    8.6   86.9   70.4   25.1
 1849   91.2   62.0   19.8   10.7   22.6   59.9   94.5   52.6   78.5   27.4   45.5   23.4
 1850   22.9   77.0   17.5   10.9   61.0   25.7   32.0   82.3   41.9   77.7   86.1   47.2
 1851   42.2    5.1   65.5    4.3   30.5   38.4   45.2   38.4   14.7   36.6   40.4   16.8
 1852  113.0   54.4    9.1    4.6   15.5   57.1   62.5   54.1   61.7   34.0   56.6  148.6
 1853   56.4   42.9    5.8   19.8   25.1   66.8   47.5   52.8   58.7   92.7   19.3   18.8
 1854   23.1   37.1   13.5   17.5   55.1   34.5   68.1   62.0   40.4   81.5   69.3   83.3
 1855   31.0   53.3   46.7   43.7   24.6   27.7  145.5   35.1   18.0   46.7    8.1   51.1
 1856   50.3   63.0    3.3   69.8   65.5   79.5   60.5   41.4  130.8   12.4   44.2   42.2
 1857   49.3   20.1   34.8   21.1   17.3   73.4   61.5   21.8  104.6   15.7   66.8   66.5
 1858   68.8    9.9   43.9   20.8   64.8   59.7  105.9   81.3   22.6   70.9   24.1   57.7
