# Searching for substation nr 10555.4 in v2.temperature.inv
# JENA                GERMANY   (GERMANY)
# coordinates:  50.90N,   11.60E,  155m
# Near WMO station code: 10555.4 JENA                          
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: JENA
# station_country :: GERMANY
# station_code :: 10555.4
# latitude ::   50.90 degrees_north
# longitude ::   11.60 degrees_east
# elevation ::      155 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=10555.4
# prcp from v2.prcp [mm/month]
 1827   46.0   18.0   73.0   39.0   30.0  125.0   20.0   67.0   45.0   37.0   75.0   53.0
 1828   98.0   21.0   52.0   90.0   58.0   34.0   95.0   90.0   24.0   53.0   20.0   38.0
 1829   34.0   62.0   14.0   63.0   36.0   85.0   65.0   60.0  102.0   18.0   34.0   22.0
 1830   20.0   19.0   42.0   58.0   63.0   94.0  120.0  121.0   63.0   38.0   33.0   31.0
 1831   24.0   18.0   74.0   63.0   55.0   68.0   85.0   61.0   83.0   21.0   70.0   16.0
 1832   53.0    4.0   18.0   11.0   42.0   84.0   66.0   26.0   25.0   27.0   52.0   49.0
 1833   15.0   26.0   40.0   74.0   18.0   36.0   77.0   77.0   50.0   14.0   36.0   89.0
 1834   45.0   12.0   31.0   34.0   30.0   90.0  135.0   72.0   29.0   42.0   15.0   41.0
 1835   39.0   21.0   40.0   52.0   91.0    9.0   55.0   29.0   22.0   48.0   14.0   14.0
 1836   43.0   19.0   39.0   45.0   33.0  100.0   27.0   25.0   77.0   25.0   64.0   41.0
 1837   47.0   31.0   29.0   53.0  114.0   44.0   78.0  134.0   31.0   64.0   52.0   59.0
 1838   25.0   14.0   37.0   36.0   71.0   89.0   62.0   61.0   24.0   19.0   46.0   17.0
 1839   42.0   36.0   40.0   15.0  148.0   42.0  113.0   37.0   32.0   41.0   24.0   55.0
 1840   44.0   28.0   39.0   15.0   67.0   40.0   66.0   47.0   60.0   56.0   61.0   17.0
 1841   58.0   16.0   20.0   17.0   38.0  150.0   68.0   45.0   27.0   45.0   37.0   26.0
 1842   16.0    7.0   69.0   15.0   24.0   33.0   55.0   25.0   76.0   32.0   39.0   11.0
 1843   35.0   43.0   16.0   39.0  106.0  144.0   65.0   61.0   27.0   86.0   29.0   21.0
 1844   46.0   19.0   61.0   16.0   62.0   54.0   83.0   45.0   45.0   45.0   60.0   12.0
 1845   13.0   28.0   35.0   31.0  120.0   80.0  116.0   75.0   55.0   25.0   12.0   64.0
 1846   54.0   31.0   37.0   74.0   59.0   60.0   48.0   94.0   59.0   41.0   14.0   35.0
 1847   26.0   44.0   30.0   46.0   47.0   40.0   76.0   87.0   58.0   47.0   11.0   15.0
 1848   11.0   46.0   31.0   50.0   40.0   64.0   29.0   59.0   62.0   95.0   70.0   10.0
 1849   35.0   41.0   35.0   78.0   31.0   32.0   59.0   55.0   61.0   63.0   24.0   46.0
 1850   29.0   38.0   17.0   36.0  117.0   78.0   89.0  102.0   36.0   68.0   32.0   31.0
 1851   13.0   14.0   51.0  124.0   63.0   56.0   89.0   73.0   96.0   41.0   49.0   11.0
 1852   21.0   64.0   21.0   23.0   95.0   84.0   33.0   61.0   51.0   26.0   61.0   35.0
 1853   30.0   36.0   33.0   75.0   72.0   85.0   56.0   51.0   60.0   33.0   47.0   17.0
 1854   11.0   35.0   13.0   29.0   38.0  102.0   90.0   77.0   15.0   68.0   45.0   64.0
 1855   27.0   55.0   18.0   35.0   47.0   70.0  122.0   40.0   17.0   52.0   14.0   17.0
 1856   15.0   28.0    7.0   35.0   84.0  116.0   30.0   51.0   31.0   18.0   66.0   20.0
 1857   30.0    5.0   29.0   59.0   91.0   27.0   88.0   90.0   57.0   22.0   22.0   14.0
