# Searching for station nr  7315 in v2.temperature.inv
# LA ROCHELLE         FRANCE    (FRANCE)
# coordinates:  46.10N,   -1.10E,    1m
# WMO station code:  7315 LA_ROCHELLE                   
# institution :: NOAA/NCEI
# source_url :: https://www.ncdc.noaa.gov/ghcnm/v2.php
# contact_email :: NCDC.GHCNM@noaa.gov.
# retrieved :: Fri Dec 14 16:24:48 CET 2018
# references :: Peterson, T.C., and R.S. Vose, 1997: An overview of the Global Historical Climatology Network temperature database.Bulletin of the American Meteorological Society, 78 (12), 2837-2849
# station_name :: LA_ROCHELLE
# station_country :: FRANCE
# station_code :: 7315
# latitude ::   46.10 degrees_north
# longitude ::   -1.10 degrees_east
# elevation ::        1 m
# climexp_url :: https://climexp.knmi.nl/getprcpall.cgi?WMO=7315
# prcp from v2.prcp [mm/month]
 1810   15.0   28.0   60.0   81.0   47.0   27.0   52.0   28.0   32.0   82.0  187.0   76.0
 1811   36.0  127.0    9.0   46.0   56.0  107.0   40.0   45.0   90.0  103.0   56.0   74.0
 1812   31.0   71.0   36.0   42.0   49.0   30.0   32.0   28.0   33.0  148.0   47.0   53.0
 1813   48.0   68.0    1.0   31.0   77.0   30.0   63.0   26.0   59.0  194.0   43.0  108.0
 1814   72.0   19.0   43.0   42.0   13.0   32.0   35.0   47.0   44.0   58.0   80.0   99.0
 1815   34.0   43.0   34.0   35.0   39.0   44.0   25.0   17.0   24.0  103.0   26.0  120.0
 1816   95.0   28.0   84.0   72.0   28.0   10.0  115.0   34.0   75.0   66.0   97.0   93.0
 1817   63.0   35.0   41.0    0.0   68.0   19.0   42.0   58.0   35.0   43.0   37.0   76.0
 1818   69.0   52.0   89.0   83.0   45.0   17.0    1.0   17.0   92.0   47.0  101.0    7.0
 1819   48.0   68.0   25.0   68.0   65.0   44.0  107.0   22.0   44.0   55.0   54.0  108.0
 1820   59.0   35.0   11.0   26.0   62.0   19.0   52.0   39.0   33.0  107.0   56.0   34.0
 1821   91.0    7.0   82.0   72.0   34.0   27.0   69.0   30.0   33.0   82.0   52.0  110.0
 1822   34.0   45.0   14.0   22.0   13.0   59.0   57.0   60.0   83.0  100.0   97.0   57.0
 1823   59.0  110.0   36.0   50.0   47.0   55.0    5.0   13.0   28.0  143.0    5.0  158.0
 1824   29.0   47.0   55.0   40.0   68.0   82.0   21.0   41.0   81.0  134.0   77.0   67.0
 1825   17.0   47.0   36.0   24.0   30.0    7.0   15.0   30.0   40.0   60.0   97.0   93.0
 1826    6.0   58.0   11.0   22.0   39.0    8.0   17.0   53.0   79.0   32.0  120.0   84.0
 1827   50.0   35.0   45.0    5.0  101.0   15.0   15.0   28.0   37.0   86.0   24.0   74.0
 1828   53.0   45.0   41.0   33.0   77.0   42.0   72.0   75.0   70.0   25.0   49.0   40.0
 1829   57.0   15.0   38.0   72.0   24.0   82.0   57.0   45.0  112.0   20.0   17.0    1.0
 1830   48.0    3.0   16.0   81.0   73.0  103.0   10.0   36.0  120.0   11.0   68.0  131.0
 1831   46.0   40.0   27.0   61.0   70.0   33.0   47.0   32.0   54.0   36.0   47.0   57.0
 1832   59.0   11.0   34.0   44.0   32.0   38.0    5.0   41.0   14.0   43.0   94.0   69.0
 1833   19.0  136.0   29.0   44.0   30.0   33.0   27.0   24.0   37.0   73.0   35.0   99.0
 1834   55.0   11.0    5.0   11.0   56.0   47.0   48.0  120.0   17.0   27.0   47.0    4.0
 1835   69.0   75.0   32.0   14.0    7.0   57.0   13.0   62.0   92.0  134.0   26.0    7.0
 1836   55.0   61.0   91.0   28.0   19.0   44.0    8.0   75.0  118.0  141.0  136.0   48.0
 1837   63.0   61.0   16.0   46.0   22.0    3.0   55.0   70.0   92.0   55.0   56.0   19.0
 1838   40.0   84.0   69.0   40.0   97.0   84.0   38.0   28.0   92.0   45.0  138.0   43.0
 1839   57.0   45.0   38.0   17.0   56.0   55.0   19.0   43.0  148.0   43.0  101.0  146.0
 1840  120.0   35.0    1.0   11.0  120.0    5.0   27.0   19.0  202.0   51.0  155.0   29.0
 1841   89.0   35.0   41.0   59.0   56.0   30.0   59.0   41.0  118.0  118.0  115.0   89.0
